18,45	0.0076102832262
45,7	0.00295558357274
2932,7	6.7172353926e-05
0,4	0.0502363088964
61,7	0.00479335028143
73,7	0.00154582532432
2036,6	0.00137444970341
254,6	0.00404153662788
2,6	0.0424959868824
124,1	0.000166208516766
19,1	0.00756894639302
7846,10	1.72236804938e-06
3915,10	7.75065622223e-06
3720,10	8.61184024692e-07
5852,10	2.58355207408e-06
7068,10	8.61184024692e-07
9,10	1.89460485432e-05
1890,10	7.75065622223e-06
656,10	1.20565763457e-05
1732,10	9.47302427161e-06
255,10	6.63111699013e-05
4936,10	1.72236804938e-06
3504,10	8.61184024692e-07
4038,10	8.61184024692e-07
6208,10	8.61184024692e-07
9206,10	1.72236804938e-06
6213,10	1.72236804938e-06
6084,10	3.44473609877e-06
183,10	0.000130899971753
2890,15	8.61184024692e-07
2213,15	7.75065622223e-06
5896,10	8.61184024692e-07
5765,10	8.61184024692e-07
5003,10	4.30592012346e-06
5817,10	8.61184024692e-07
8242,10	8.61184024692e-07
2078,10	2.58355207408e-06
701,10	5.33934095309e-05
6082,10	8.61184024692e-07
1942,10	5.16710414815e-06
6282,10	1.72236804938e-06
3404,10	8.61184024692e-07
2746,10	2.58355207408e-06
6475,10	8.61184024692e-07
6327,10	2.58355207408e-06
3928,10	8.61184024692e-07
488,10	8.26736663704e-05
1272,10	4.30592012346e-06
6618,10	2.58355207408e-06
3145,10	8.61184024692e-07
411,10	4.21980172099e-05
8270,10	8.61184024692e-07
3560,10	2.58355207408e-06
9695,10	8.61184024692e-07
5077,10	8.61184024692e-07
8882,10	1.72236804938e-06
1024,10	4.82263053827e-05
554,10	1.72236804938e-06
3161,10	2.58355207408e-06
1901,10	7.75065622223e-06
8645,10	8.61184024692e-07
4075,10	8.61184024692e-07
1779,10	1.03342082963e-05
240,10	9.73137947902e-05
5079,10	2.58355207408e-06
9430,10	4.30592012346e-06
3744,10	8.61184024692e-07
1025,10	4.65039373334e-05
6111,10	1.72236804938e-06
3595,10	8.61184024692e-07
4006,10	8.61184024692e-07
801,10	3.53085450124e-05
2457,10	6.88947219753e-06
5224,10	1.72236804938e-06
5873,10	2.58355207408e-06
660,10	4.73651213581e-05
8524,10	8.61184024692e-06
4217,10	3.44473609877e-06
6496,10	7.75065622223e-06
3826,10	6.02828817284e-06
8304,10	7.75065622223e-06
8305,10	5.16710414815e-06
7590,10	8.61184024692e-07
5563,10	1.80848645185e-05
5782,10	2.58355207408e-06
8087,10	2.2390784642e-05
8086,10	2.41131526914e-05
4634,10	2.41131526914e-05
3162,10	1.72236804938e-06
5493,23	8.61184024692e-07
5479,10	4.30592012346e-06
2654,10	2.58355207408e-06
4001,10	8.61184024692e-07
4548,10	8.61184024692e-07
2653,10	8.61184024692e-07
2211,10	8.61184024692e-07
2908,10	8.61184024692e-07
1530,10	8.61184024692e-07
1245,10	2.58355207408e-06
6778,10	8.61184024692e-07
642,10	8.61184024692e-07
1507,10	2.75578887901e-05
233,10	0.000453843981013
5932,10	3.44473609877e-06
2273,10	4.30592012346e-06
3700,10	6.88947219753e-06
5289,10	4.30592012346e-06
1121,10	3.27249929383e-05
5105,10	6.02828817284e-06
432,10	7.92289302717e-05
6649,10	1.72236804938e-06
6647,10	1.72236804938e-06
3880,10	3.44473609877e-06
1032,10	4.04756491605e-05
9530,10	1.72236804938e-06
8786,10	8.61184024692e-07
5034,10	8.61184024692e-07
3000,10	8.61184024692e-07
2966,10	3.96144651358e-05
8823,10	8.61184024692e-07
3879,10	8.61184024692e-07
1514,10	4.04756491605e-05
8904,15	8.61184024692e-07
4174,10	1.72236804938e-06
8995,10	8.61184024692e-07
5772,10	2.58355207408e-06
1360,10	4.13368331852e-05
6078,10	3.44473609877e-06
2205,10	6.02828817284e-06
2505,10	8.61184024692e-07
1586,10	9.47302427161e-06
3001,10	3.44473609877e-06
947,10	7.06170900247e-05
9113,15	8.61184024692e-07
5603,10	8.61184024692e-07
5771,10	3.44473609877e-06
5204,10	2.75578887901e-05
3963,10	1.72236804938e-06
7063,10	1.72236804938e-06
5976,10	3.44473609877e-06
3881,10	8.61184024692e-07
2343,10	2.2390784642e-05
3457,10	8.61184024692e-07
2854,10	1.80848645185e-05
2344,10	1.98072325679e-05
349,10	0.000384088075013
2544,10	4.30592012346e-06
1365,10	2.15296006173e-05
204,10	9.64526107655e-05
6689,15	8.61184024692e-07
1133,15	8.61184024692e-07
2468,10	8.61184024692e-07
755,10	3.27249929383e-05
2883,10	1.1195392321e-05
3898,10	1.72236804938e-06
1729,10	6.02828817284e-06
9221,10	8.61184024692e-07
5305,10	1.72236804938e-05
5305,15	8.61184024692e-07
5099,10	1.72236804938e-06
5663,10	2.58355207408e-06
8545,10	6.88947219753e-06
7463,10	4.30592012346e-06
3897,10	3.44473609877e-06
1730,10	1.55013124445e-05
4653,10	8.61184024692e-07
2801,10	8.61184024692e-07
3677,10	6.02828817284e-06
6499,15	8.61184024692e-07
3005,10	8.61184024692e-07
5304,10	9.47302427161e-06
5805,10	8.61184024692e-07
5303,10	4.30592012346e-06
577,10	0.000247159815087
5395,10	2.58355207408e-06
1742,10	1.55013124445e-05
460,10	3.44473609877e-05
7802,10	8.61184024692e-07
5691,10	1.72236804938e-06
2914,10	9.47302427161e-06
5693,10	3.44473609877e-06
2757,10	1.37789443951e-05
5692,10	2.58355207408e-06
3482,10	4.30592012346e-06
2983,10	8.61184024692e-07
2913,10	2.58355207408e-06
2605,10	3.44473609877e-06
7327,10	8.61184024692e-07
1382,10	1.20565763457e-05
5690,10	8.61184024692e-07
2912,10	7.75065622223e-06
3918,10	8.61184024692e-07
5689,10	8.61184024692e-07
2393,10	7.75065622223e-06
5694,10	8.61184024692e-07
2911,10	8.61184024692e-06
6862,10	8.61184024692e-07
2017,10	2.58355207408e-06
754,10	0.000177403909087
3289,10	2.58355207408e-06
2834,10	8.61184024692e-07
1015,10	6.02828817284e-06
276,10	1.37789443951e-05
8211,15	8.61184024692e-07
212,10	5.25322255062e-05
1749,10	3.44473609877e-06
3775,10	3.44473609877e-06
6788,10	8.61184024692e-07
2943,10	4.30592012346e-06
5724,10	8.61184024692e-07
3866,10	2.58355207408e-06
1252,10	7.75065622223e-06
7418,10	8.61184024692e-07
5527,10	8.61184024692e-06
8067,10	8.61184024692e-07
2942,10	3.44473609877e-06
2030,10	2.58355207408e-06
625,10	0.000122288131506
4156,10	2.58355207408e-06
4069,10	4.30592012346e-06
3372,10	6.88947219753e-06
4706,10	1.72236804938e-06
7430,10	8.61184024692e-07
970,10	3.96144651358e-05
2436,10	3.44473609877e-06
1761,10	1.72236804938e-06
2437,10	4.30592012346e-06
7673,10	1.72236804938e-06
3828,10	2.58355207408e-06
4468,10	8.61184024692e-07
1606,10	1.1195392321e-05
5470,10	8.61184024692e-07
5650,10	5.16710414815e-06
4469,10	1.72236804938e-06
5651,10	6.02828817284e-06
681,10	9.81749788149e-05
8869,10	5.16710414815e-06
8870,10	8.61184024692e-07
978,10	2.06684165926e-05
3875,10	8.61184024692e-06
4511,10	8.61184024692e-07
5762,10	8.61184024692e-06
4808,10	3.44473609877e-06
4282,10	8.61184024692e-07
3843,10	3.44473609877e-06
3296,10	3.44473609877e-06
1557,10	1.72236804938e-05
3426,10	8.61184024692e-07
8699,10	4.30592012346e-06
4806,10	4.30592012346e-06
579,10	8.0951298321e-05
3537,10	1.1195392321e-05
1778,10	1.55013124445e-05
8610,10	2.58355207408e-06
2915,10	8.61184024692e-06
5860,10	8.61184024692e-07
294,10	9.12855066173e-05
1535,10	2.58355207408e-06
893,10	9.47302427161e-06
7216,15	8.61184024692e-07
7817,10	2.58355207408e-06
7527,10	8.61184024692e-07
6324,10	2.58355207408e-06
6011,10	1.72236804938e-06
6010,10	5.16710414815e-06
4428,10	1.72236804938e-06
2503,10	2.58355207408e-06
2098,10	6.88947219753e-06
672,10	5.33934095309e-05
3938,15	1.72236804938e-06
3938,36	6.02828817284e-06
3938,38	1.37789443951e-05
5193,20	8.61184024692e-07
5193,35	1.29177603704e-05
6376,21	5.16710414815e-06
4294,21	8.61184024692e-07
6463,15	8.61184024692e-07
6463,35	3.44473609877e-06
6463,39	8.61184024692e-07
1061,20	6.37276178272e-05
759,15	0.000186015749333
899,20	5.16710414815e-06
9018,23	8.61184024692e-07
53,14	0.00140717469635
1956,14	4.13368331852e-05
53,20	8.61184024692e-07
53,28	0.000101619714914
1956,28	8.61184024692e-07
53,31	1.1195392321e-05
